"id","content","category"
"27.txt","Kamalak'tan 29 Ekim Cumhuriyet Bayramı mesajı
Saadet Partisi Genel Başkanı Mustafa Kamalak, Türkiye'nin huzur içinde yaşayan, mutlu ve müreffeh insanlar ülkesi olduğu oranda cumhuriyetin gerçek manasına kavuşacağını bildirdi.
 Saadet Partisi'nden yapılan açıklamada, Genel Başkan Kamalak, 89. yıl 
  dönümünü kutlanan Cumhuriyetin, milletin canları pahasına ortaya koydukları büyük 
  fedakarlıklarla kurulduğunu belirtti.
          Kamalak, 29 Ekim kutlamalarıyla ilişkin tartışmalarla ilgili olarak da 
  ''Bayramı bile krize dönüştürmeyi başaran bir siyasi anlayışla karşı karşıyayız'' 
  değerlendirmesinde bulundu.
          Kamalak, şunları kaydetti:
          ''Türkiye huzur içinde yaşayan, mutlu ve müreffeh insanlar ülkesi olduğu 
  oranda cumhuriyet gerçek manasına kavuşacaktır. Ülke olarak birlik ve beraberliğe 
  en fazla ihtiyaç duyduğumuz bir süreçten geçiyoruz. Keşke kutlamanın yeri 
  konusunda bu kadar kararlı ve ısrarcı olanlar, cumhuriyetin ruhu konusunda da 
  aynı hassasiyeti ortaya koysalar.''
          Türk milletin en zor zamanlarda bile tarih yazdığını ve olmaz denileni 
  başardığını bildiren Kamalak, ''Bu ülkeyi canları pahasına bizlere emanet eden 
  tüm şehitleri bir kez daha rahmet ve şükranla anıyorum. Onların Milli Mücadele'de 
  ortaya koydukları azim ve cesaret her zaman yolumuzu aydınlatmaya devam edecek, 
  yeniden büyük Türkiye'yi kurma konusundaki kararlılığımızın en büyük gücü 
  olacaktır'' ifadesini kullandı.
 AA","siyaset"
"28.txt","Başbakan'dan Kızılay Haftası mesajı
Başbakan Recep Tayyip Erdoğan, Türk Kızılayı'nın dil, din, ırk ayrımı gözetmeksizin imdada koşarak düşkünlerin ve muhtaçların yaralarına merhem olduğunu belirtti.
 Başbakanlık Basın Merkezi'nden yapılan açıklamaya göre, Başbakan Erdoğan 
  Kızılay haftası nedeniyle mesaj yayımladı.
          ''Vakıf medeniyetimizin, şefkat ve merhamet duygularımızın tezahürü olan 
  Kızılay, aziz milletimizin yüz akı kuruluşlardan biri olarak, insani yardım 
  faaliyetlerini başarıyla sürdürmektedir'' ifadelerini kullanan Erdoğan, mesajında 
  şunları kaydetti:
          ''Dünyanın neresinde ve hangi milletten olursa olsun, dil, din, ırk 
  ayrımı gözetmeksizin bütün mazlumların ve mağdurların imdadına koşan Türk 
  Kızılayı, acizlerin, düşkünlerin ve muhtaçların yaralarına merhem olmaktadır.
          Kızılay, komşumuz Suriye'de yaşanan drama da seyirci kalmamakta, baskı ve 
  zulümden kaçarak ülkemize sığınan Suriyeli kardeşlerimize kucak açmakta, insani 
  yardımlar sunmaktadır.
          Faaliyet alanının genişliğiyle dikkati çeken Kızılay, ihtiyaç sahiplerine 
  yardımları organize ve ivedi bir şekilde ulaştırabilmesi sayesinde, diğer yardım 
  kuruluşları arasında ve uluslararası toplum nezdinde, ayrıcalıklı ve saygın bir 
  konum kazanmayı başarmış durumdadır.
          Bugüne kadar gerçekleştirdiği bütün faaliyetlerde Türkiye'nin gücünü ve 
  yardımseverliğini başarıyla gösteren Kızılay, inanıyorum ki bundan sonra da 
  ülkemizi en iyi şekilde temsil etmeye ve dünya barışına katkı sağlamaya devam 
  edecektir.
          Bu düşüncelerle Kızılay Haftasını kutluyor, insanlığa hizmet etmeyi 
  kendilerine şiar edinen Kızılay gönüllülerini ve bütün vatandaşlarımızı sevgiyle 
  selamlıyorum.''
 AA","siyaset"
"29.txt","Bahçeli'den 29 Ekim açıklaması
Bahçeli,''Cumhuriyet Bayramı'nı, ihtilafların körüklenmesi ve hassasiyetlerin kaşınması için seferber etmeye kalkışmak samimi bir davranış değildir'' dedi.
 MHP Genel Başkanı Devlet Bahçeli, Kurban Bayramı dolayısıyla partisinin İzmir il teşkilatınca İzmir Uluslararası Fuar Alanı'nda düzenlenen bayramlaşma törenine katıldı. 
 Bahçeli, bayram günlerindeki birlik ve beraberlik ruhunun, hayatın her alanına yansıtılması halinde çözülemeyecek sorun olmadığına inandığını dile getirerek, kardeşliğin, ancak bu sayede ayakta tutulabileceğini, etrafta öbekleşen tehlike sarmalının bu sayede etkisizleştirilebileceğini ifade etti.
 -29 Ekim tartışmaları- 
 Milli bayramların, AK Parti iktidarı tarafından tahrip edilmek istendiğini, buna karşın anamuhalefet partisi ve bazı sivil toplum örgütlerince kutuplaşmalara dönüştürüldüğünü ileri süren Bahçeli, şöyle konuştu:
 ''Milletimizi birleştirmesi ve bir araya toplaması gereken Cumhuriyet Bayramı'nı, ihtilafların körüklenmesi ve hassasiyetlerin kaşınması için seferber etmeye kalkışmak samimi bir davranış değildir. Milletimize ait olan bir bayramın nasıl ve ne şekilde kutlanacağının çatışma ve gerginliklere konu olması hiç doğru olmamıştır. Bir yanda AKP hipodroma çağrıda bulunurken, öte yanda CHP'nin ve bazı sivil toplum kuruluşlarının farklı şekilde kutlama teşebbüsleri ve sokak üslubuyla tehlikeli niyetlere davetiye çıkarmaları, yeni bir ikiliğin doğmasına neden olmuştur. Milletimize ait olan bayramın nasıl ve ne şekilde kutlanacağının çatışmalara konu olması doğru olmamıştır. Cumhuriyet üzerinden taraflar kozlarını paylaşmakta ve özel günü istismar etmektedir.''
 -''Sorumsuz ve sığ yaklaşımlar''-
 Bahçeli, cumhuriyetin gerilim ve cepheleşme konusu olmasının hem AKP hem de CHP'nin sorumsuz ve sığ yaklaşımlarından kaynaklandığını öne sürerek, cumhuriyeti yalnızca kendisinin koruduğu vehmine kapılan CHP'nin, yangına körükle gitmesinin hiç meşru ve masum olmadığını ifade etti. 
 CHP'nin gösterdiğini ileri sürdüğü hassasiyeti başka olaylarda da göstermiş olmasını dileyen Bahçeli, şöyle devam etti: 
 ''Keşke aynı CHP, bölücülüğe de teröre de benzer hassasiyetle karşı durabilseydi. Keşke aynı CHP, Dersim isyanını katliam olarak görmeseydi ve Türk milletinin birliğini ve kardeşliğini kuşkuya yer bırakmayacak şekilde savunabilseydi.'' AA","siyaset"
"3.txt","Çözüm için İmralı'yı da işaret etti
Başbakan Yardımcısı Beşir Atalay, Türk Silahlı Kuvvetleri (TSK) İç Hizmet Kanunu'nun geniş bir yapısının olduğunu, alanının daraltılması gerektiğini ancak bu konuda henüz somutlaşmış bir kanuni hazırlık bulunmadığını belirtti.
 NTV'ye gündeme ilişkin açıklamalarda bulunan Atalay, Diyarbakır Emniyet 
  Müdürü Recep Güven'in açıklamalarıyla ilgili bazen işin yönteminin, özünün önüne 
  geçebildiğini ifade etti.
          Devletteki paradigma değişimi, bölgeye ve teröre bakış, geçmişteki 
  hataların telafisi gibi konularda, bölgeye gönderdikleri bürokratlarda daha 
  hassas davrandıklarına işaret eden Atalay, şöyle konuştu:
          ''Daha fazla toplumla bütünleşsin, daha fazla yeni bakışımızı temsil 
  etsinler, oradaki vatandaşın daha fazla güveninin kazanılması için çaba sarf 
  etsinler manasında. Bölgede çok güzel örnekler var aslında. Valilerimizde falan 
  çok farklı şeyler var. Tek örnek değil.
          Bürokrat daha fazla uygulamayla meşgul olmalı, düşündüklerini alanda 
  uygulamalı. Siyasetçi üslubuyla kamuoyu önünde bürokratın konuşması doğru 
  olmuyor. Bazen böyle ileri tepkiler de çekebiliyor. Siyasetçi kendi işini 
  yapacak, bürokrat elindeki işini iyi yapmak için uğraşacak.''
          Atalay, Güven'in görevden alınıp alınmayacağı konusunda, ''O boyutuna pek 
  kafa yormuş değilim'' dedi.
          Diyarbakır'da dün okullara yönelik gerçekleştirilen terör eylemlerine 
  kabul edilemez olduğunu vurgulayan Atalay, bu tür eylemleri, öncelikle bölgede 
  yaşayan vatandaşların analiz etmesi, olumsuz sonuçları üzerinde düşünmesi 
  gerektiğini söyledi.
          Atalay, terörün sona erdirilmesi ve Türkiye'nin kronikleşmiş sorunlarının 
  çözüme kavuşturulması konusunda hükümet olarak bugüne kadar cesaretli adımlar 
  attıklarını, sonuç almak adına gerekirse yeniden risk almaktan çekinmeyeceklerini 
  bildirdi.
          Terörün çözümüne dönük geçmişte yapılan bazı toplantıların, ''birileri 
  tarafından sabote edildiğine'' dikkati çeken Atalay, ''(Birileri bu sorun 
  çözülmesin, çözülürse yok olurum) diye düşünüyor. Biz, bu sorunları nihai çözüme 
  kavuşturmak için her riski alırız. Bütün enstrümanlar bizim için değerli. Bütün 
  enstrümanları kullanabiliriz. Entegre bir strateji üzerindeyiz. Geçmişi iyi 
  değerlendiriyoruz, neler oldu diye bakıyor, tedbirli davranıyoruz'' diye 
  konuştu.
          Atalay, Türkiye'nin terör konusunda, Kuzey Irak Bölgesel Yönetimi'nden de 
  beklentileri olduğuna değinerek, ''Türkiye, bu konulara büyük bakıyor. Kin ve 
  düşmanlıklar üzerinden süreci yürütmek istemiyor. Hiçbir ülke komşusuna terör 
  götüren oluşumları koruyamaz, korumamalı. Onları oradan çıkarmalı'' ifadelerini 
  kullandı.
          
          -''Bu adımları birileri istiyor diye atmadık''-
          
          Beşir Atalay, anadilde savunma hakkına yönelik ise AK Parti'nin, 
  Türkiye'nin demokratikleşmesiyle ilgili bugüne kadar ileri adımlar attığını, 
  bundan sonra da atılacak adımları olduğunu belirtti.
          ''Bu adımları birileri istiyor diye atmadık'' diyen Atalay, ''Biz, bu 
  konulardaki haksızlıkları, hukuksuzlukları, zulüm ve baskıları ortadan 
  kaldıracağız. Türkiye özgürlükler ülkesi olacak. Çok mesafe aldık, bunlara devam 
  edeceğiz'' şeklinde konuştu.
          Atalay, anadilde savunma gibi konuların anayasal düzenleme gerektirdiğini 
  ancak bazı düzenlemeler için idari tasarrufun yeterli olduğunu anlattı.
          
          -''Taslak ve tasarı haline gelmiş bir şey yok''-
          
          Atalay, TSK İç Hizmet Kanunu'yla ilgili, ''İç Hizmet Kanunu'nda geniş bir 
  yapı var. Onun daha gerektiği gibi alanının daraltılması gerekiyor. Ancak taslak 
  ve tasarı haline gelmiş bir şey yok'' dedi.
          Rusya Devlet Başkanı Vladimir Putin'in, Türkiye ziyaretinin ertelenmesi 
  konusunda da bir bilgisinin olmadığını belirten Atalay, bunun Suriye konusuyla 
  irtibatlandırılmasının doğru olmayacağını söyledi.
          Türkiye'nin, Suriye sınırına düşen top mermilerinin provokasyon amaçlı 
  olup olmadığına da açıklık getiren Atalay, orada olup bitenlerin hassasiyetle 
  araştırıldığını, düşen top mermilerinin, nereden geldiğinin, hangi ülkenin 
  ürettiğinin, hangi marka olduğunun ve nereden atıldığının çok ciddi şekilde 
  değerlendirildiğini ve orada rastgelelik olmasının mümkün olmadığını kaydetti.
          
          -''Tampon bölge, Türkiye'nin kendi başına yapacağı bir çalışma değil''-
          
          Beşir Atalay, Suriye içinde bir tampon bölge oluşturulmasının, 
  uluslararası camiayla birlikte yürütülebilecek bir çalışma olduğunu, Türkiye'nin 
  kendi başına böyle bir iddiasının mümkün olmadığına dikkati çekti.
          Türkiye'nin sınırını en şekilde korumak zorunda olduğunu vurgulayan 
  Atalay, sınır güvenliği konusunda yakın zamanda daha profesyonel bir çalışma 
  yapılacağını dile getirdi.
          Atalay, ayrıca er ve erbaşların oy kullanmasına yönelik düzenlemeyi de 
  olumlu bulduğunu ve desteklediğini sözlerine ekledi.
 AA","siyaset"
"30.txt","'İktidarın gerçek niyeti ortaya çıktı'
CHP Genel Başkan Yardımcısı Adnan Keskin, 29 Ekim Cumhuriyet Bayramı dolayısıyla Ankara'da sivil toplum örgütlerince yapılmak istenen kutlama etkinliklerinin yapay gerekçelerle yasaklandığını ileri sürerek, ''Kutlamaların yapay gerekçelerle yasaklanmasıyla iktidarın rejim için gerçek niyeti gün yüzüne çıktı'' dedi.
 Keskin, bayram ziyaretleri için geldiği Tavas ilçesinde gazetecilere 
  yaptığı açıklamada, Ankara'da yarın yasağa rağmen yapılacak kutlamaların 
  Türkiye'nin sahipsiz olmadığını göstereceğini iddia etti.
          ''Türkiye Cumhuriyeti'nin kuruluşundan itibaren ilk kez cumhuriyeti yok 
  etme ve yaşatma mücadelesine sahne olduğunu'' öne süren Keskin, ''Kutlamaların 
  yapay gerekçelerle yasaklanmasıyla iktidarın rejim için gerçek niyeti gün yüzüne 
  çıktı. AK Parti ateşle oynamaktadır. Bu ateş, cumhuriyet rejimini değil, iktidarı 
  yakar'' diye konuştu.
          Keskin, cumhuriyet ile kazanılan değerleri hiç kimsenin yok 
  sayamayacağını belirterek, şunları söyledi:
          ''Bugün ülkemizde cumhuriyet kutlamalarını yasaklamaya kadar ileri giden 
  zihniyete Ankara Ulus'ta Türkiye'nin dört bir yanından gelen cumhuriyet severler 
  gerekli dersi verecektir. Halkımız artık Türkiye Cumhuriyeti'nin genleriyle 
  oynandığını fark etmiştir. İktidarın sinsice ortaya koyduğu planı anlamıştır. Bu 
  yüzden cumhuriyet adına en önemli toplumsal reaksiyonu vermiş ve ayağa 
  kalkmıştır.
          Şimdiye kadar rejim tehlikeye düştüğünde halkımız Türk Silahlı 
  Kuvvetleri'nden beklenti içine girmişti. Şimdi ise halkımız, 'Türk Silahsız 
  Kuvvetleri' olarak devreye girmiştir. Bu durum halk hareketi için çok önemli bir 
  gelişmedir. Türk halkı, cumhuriyeti yasaklamaya kalkan anlayışa karşı sivil 
  direniş hareketini başlattı.''
 
 AA","siyaset"
"31.txt","Demirtaş resepsiyona katılacak mı?
BDP Eş Genel Başkanı Selahattin Demirtaş, açlık grevleri nedeniyle yarın yapılacak olan 29 Ekim resepsiyonuna katılmayacak. Resepsiyonda BDP’li Grup başkanvekilleri bulunacak.
 BDP TBMM Grubu’ndan gönderilen bilgi notunda, BDP Eş Genel Başkanı Selahattin Demirtaş’ın açlık grevleri nedeniyle yarın yapılacak olan 29 Ekim resepsiyonuna katılmayacağı ve resepsiyona BDP Grup başkanvekillerinin katılacağı ifade edildi.
 ANKA","siyaset"
"32.txt","CHP'nin Erdoğan hakkında verdiği önerge görüşülecek
Meclis, CHP'nin Başbakan Recep Tayyip Erdoğan hakkında verdiği soruşturma önergesi ile 2013 yılı bütçesi için mesai yapacak.
 TBMM Genel Kurulu'nda, 30 Ekim Salı günü, CHP'nin, Başbakan Erdoğan 
  hakkında verdiği soruşturma önergesi görüşülecek.
          CHP Aydın Milletvekili Bülent Tezcan ve arkadaşları, ''yargıya emir ve 
  talimat vererek suç işlediği'' iddiasıyla Erdoğan hakkında, Meclis soruşturması 
  açılmasını talep etmişti.
          Genel Kurul'da, daha sonra gündemde yer alan tasarılar görüşülecek.
          TBMM Plan ve Bütçe Komisyonu, 2013 Yılı Merkezi Yönetim Bütçe Kanunu 
  Tasarısı ile 2011 Yılı Merkezi Yönetim Kesin Hesap Kanunu Tasarısını 30 Ekim Salı 
  günü görüşmeye başlayacak. Maliye Bakanı Mehmet Şimşek, tasarıyı komisyona 
  sunacak.
          Komisyon; 31 Ekim Çarşamba günü, Cumhurbaşkanlığı, TBMM, Başbakanlık, 
  MİT, MGK Genel Sekreterliği, Kamu Düzeni ve Güvenliği Müsteşarlığı, Sayıştay, 
  Başbakanlık Yüksek Denetleme Kurulu Başkanlığı, Afet ve Acil Durum Yönetimi 
  Başkanlığı bütçelerini ele alacak.
          Aile ve Sosyal Politikalar Bakanlığı, Sosyal Hizmetler ve Çocuk Esirgeme 
  Kurumu Genel Müdürlüğü, Özürlüler İdaresi Başkanlığı, Aile ve Sosyal Araştırmalar 
  Genel Müdürlüğü, Kadının Statüsü Genel Müdürlüğü, Sosyal Yardımlaşma ve Dayanışma 
  Genel Müdürlüğü, Diyanet İşleri Başkanlığı, Türk İşbirliği ve Koordinasyon Ajansı 
  Başkanlığı, Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı'nın bütçeleri ise 1 
  Kasım Perşembe günü görüşülecek.
          Sağlık çalışanlarına yönelik artan şiddet olaylarıyla ilgili komisyon, 31 
  Ekim günü Türk-Sağlık Sen'in, 1 Kasım günü ise SES'in sunumlarını dinleyecek.
          Bor Tuzları, Trona ve Asfaltit Madenleri ile Nükleer Enerji 
  Hammaddelerinin İşletilmesini, Linyit ve Demir Sahalarının Bazılarının İadesini 
  Düzenleyen Kanunda Değişiklik Yapılmasına Dair Kanun Tasarısı, 31 Ekim günü, 
  Sanayi, Ticaret, Enerji, Tabii Kaynaklar, Bilgi ve Teknoloji Komisyonu'nda 
  görüşülecek.
          Adalet Komisyonu, uzun yargılama süreleri nedeniyle AİHM'e yapılan 
  başvuruların önüne geçmek amacıyla hazırlanan kanun tasarısını, 31 Ekim günü ele 
  alacak.
          Dışişleri Komisyonu, 31 Ekim günü, bazı uluslararası anlaşmalara ilişkin 
  tasarıları görüşecek.
          Darbeleri Araştırma Komisyonu, çalışmalarına bu hafta da devam edecek. 28 
  Şubat sürecine ilişkin alt komisyon, 30 Ekim tarihinden itibaren, eski CHP Genel 
  Başkanı Deniz Baykal ile Oktay Ekşi, Ümmet Kandoğan, Bahattin Şeker, Turhan 
  Tayan, Hasan Celal Güzel, İsmail Kahraman, Mehmet Elkatmış, Cumhur Ersümer, Rüştü 
  Kazım Yücelen, Salih Kapusuz, Şevket Kazan, Şeref Malkoç, Akın Birdal ve Şükrü 
  Karatepe'yi dinleyecek.
          12 Eylül darbesine ilişkin alt komisyon Mehmet Keçeciler ve Ramazan 
  Ongun'u; 27 Mayıs 1960 darbesine ilişkin alt komisyon da Ertuğrul Kürkcü ve 
  Ferruh Bozbeyli'yi konuk edecek.
 AA","siyaset"
"33.txt","Çiçek'ten 29 Ekim mesajı
TBMM Başkanı Cemil Çiçek, geçmişte olduğu gibi bugün de daha iyi işleyen ve güçlü bir demokrasiye ihtiyaç bulunduğunu, milli mücadeleyi başarıyla yürüten ve Cumhuriyeti kuran Gazi Meclisin, sorunların da çözüm yeri olduğunu belirtti.
 Çiçek, yayımladığı Cumhuriyet Bayramı mesajında, Birinci Dünya Savaşı'nın 
  ardından verilen bağımsızlık mücadelesiyle Cumhuriyetin kurulduğunu anımsattı.
          Milletin özlemlerinin, hayallerinin ve büyük ideallerinin bir eseri olan 
  Cumhuriyetin daima daha kalkınmış, gelişmiş ve demokrasisi gelişmiş bir ülke 
  olmayı hedef edindiğini ifade eden Çiçek, ülkenin de demokrasiyle gelişmiş, 
  güçlenmiş ve modern devletler safında yer aldığını kaydetti.
          İyi işleyen ve kurumsallaşmış demokrasinin en büyük kazanım olduğunu 
  vurgulayan Çiçek, şunları belirtti:
          ''Demokrasimizi daha ileri taşımak, anayasadan, siyasi ve sosyal 
  nedenlerden kaynaklanan eksiklikleri gidermek temel amacımız olmalıdır. 
  Cumhuriyetimizi daha ileri taşıyacak, iç barış ve sosyal refahı geliştirecek olan 
  demokrasidir. Bu yüzden bizim geçmişte olduğu gibi bugün de daha iyi işleyen ve 
  güçlü bir demokrasiye ihtiyacımız bulunmaktadır. Milli mücadelemizi başarıyla 
  yürüten ve Cumhuriyetimizi kuran Gazi Meclisimiz sorunlarımızın da çözüm 
  yeridir.''
          
          -Cumhuriyetin 100. yılı-
          
          Cumhuriyetin 100. yılında dünyanın gelişmiş 10 ekonomisi içerisinde yer 
  alma umudunu ifade eden Çiçek, bu hedef doğrultusunda çocukların eğitimi, 
  demokrasinin gelişimi ve ekonomik büyümenin sürdürülebilmesinin önemine dikkati 
  çekti.
          Türkiye'nin sahip olduğu büyük tarihi ve kültürel zenginliklerle ve 
  Cumhuriyetle getirilen deneyimlerle yüzüncü yıl hedefini gerçekleştireceğine olan 
  inancını bildiren Çiçek, şunları kaydetti:
          ''İç barışımızı bozmaya, birlik ve beraberliğimizi zaafa uğratmaya 
  çalışan terörü sona erdirmeye çalışıyoruz. Terörle mücadele ederken şehitler 
  vermemiz hepimizi derinden yaralamaktadır. Türkiye terörü yenecek, iç barışını ve 
  gücünü zaafa uğratmayacaktır. Terörün sona erdirilmesi için siyasetçiden sivil 
  toplum örgütlerine, herkesin sorumlu ve duyarlı davranması gerekmektedir. Terör 
  sorununu halletmiş ve iç barışını sağlamış Türkiye daha güçlü ve müreffeh bir 
  ülke olacaktır.
          Başta milli mücadelemizin önderi, Cumhuriyetimizin kurucusu Gazi Mustafa 
  Kemal Atatürk ve silah arkadaşları olmak üzere tüm gazi ve şehitlerimizi saygı ve 
  şükranla anıyorum.
          Tüm milletimizin, geleceğimiz olan çocuklarımızın ve gençlerimizin 
  Cumhuriyet Bayramı'nı en içten dileklerimle kutluyorum.''
 AA","siyaset"
"34.txt","'Halkın iradesini hiçbir güç durduramayacak'
CHP Genel Başkan Yardımcısı Umut Oran, hiçbir gücün halk iradesini yasakla, baskıyla, şiddetle durduramadığını ve durduramayacağını bildirdi.
 Oran, yaptığı yazılı açıklamada, içeride ve dışarıda kriz kaynağı haline 
  geldiğini iddia ettiği AK Parti'nin, ulusal dayanışma günlerini dahi toplumu 
  ayrıştırmak için araç haline getirdiğini öne sürdü.
          AK Parti'nin krizler partisi olduğunu savunan Oran, ''Cumhuriyet ile 
  hesaplaşan, Atatürk sevgisini yok etmek için elinden geleni ardına koymayan AKP 
  iktidarı, son olarak 29 Ekim'i de kriz vesilesi yaptı'' ifadelerini kullandı.
          Oran, AK Parti'nin 23 Nisan'ın ''Ulusal Egemenlik'' içeriğini boşaltarak 
  sadece çocuk bayramına dönüştürdüğünü, 19 Mayıs'taki ''Atatürk'ü anma''yı yok 
  ederek, Atatürk anıtına çelenk koymayı millete çok gördüğünü, 30 Ağustos Zafer 
  Bayramı'nı ''tebrikat törenine'' indirgediğini savundu.
          Büyükşehir Yasası ile 12 milyon insanın görüşlerinin hiçe sayıldığını 
  iddia eden Oran, ekonomideki büyümenin hayal olduğunu, piyasada para dönmediğini, 
  güvensizliğin had safhada olduğunu, karşılıksız çek ve protestolu senetlerde 
  patlama yaşandığını öne sürdü.
          AK Parti'nin ekonomideki kötüye gidişi gözlerden saklamak, oylarındaki 
  düşüşü durdurabilmek çabasıyla telaş içinde yapay gündem maddeleri ortaya 
  attığını savunan Oran, dış politikada sıfır sorun anlayışıyla yola çıkıldığı 
  ancak pek çok ülkeyle sorunlar yaşandığı görüşüne yer verdi.
          Yerel seçimlerin bir yıl öne alınması için getirilen anayasa değişikliği 
  teklifiyle siyasette yeni bir kriz daha olduğunu iddia eden Oran, çalışma 
  hayatıyla ilgili kanunların ''Toplu İş İlişkileri Kanunu'' adı altında tek bir 
  yasa olarak yeniden düzenlemek istenmesi yüzünden pek çok sektörde toplu iş 
  sözleşmesi görüşmelerinin başlatılamadığını ve sorunun kördüğüm olduğunu 
  savundu.
          ''Halkın iradesinin tecelli etmesini yasakla, baskıyla, şiddetle, hiçbir 
  güç durduramadı, durduramayacak'' ifadesini kullanan Oran, halkın AK Parti'ye 
  karşı gerekeni sandıkta yapacağı görüşüne yer verdi.
 AA","siyaset"
"35.txt","Kamalak'tan 29 Ekim Cumhuriyet Bayramı mesajı
Saadet Partisi Genel Başkanı Mustafa Kamalak, Türkiye'nin huzur içinde yaşayan, mutlu ve müreffeh insanlar ülkesi olduğu oranda cumhuriyetin gerçek manasına kavuşacağını bildirdi.
 Saadet Partisi'nden yapılan açıklamada, Genel Başkan Kamalak, 89. yıl 
  dönümünü kutlanan Cumhuriyetin, milletin canları pahasına ortaya koydukları büyük 
  fedakarlıklarla kurulduğunu belirtti.
          Kamalak, 29 Ekim kutlamalarıyla ilişkin tartışmalarla ilgili olarak da 
  ''Bayramı bile krize dönüştürmeyi başaran bir siyasi anlayışla karşı karşıyayız'' 
  değerlendirmesinde bulundu.
          Kamalak, şunları kaydetti:
          ''Türkiye huzur içinde yaşayan, mutlu ve müreffeh insanlar ülkesi olduğu 
  oranda cumhuriyet gerçek manasına kavuşacaktır. Ülke olarak birlik ve beraberliğe 
  en fazla ihtiyaç duyduğumuz bir süreçten geçiyoruz. Keşke kutlamanın yeri 
  konusunda bu kadar kararlı ve ısrarcı olanlar, cumhuriyetin ruhu konusunda da 
  aynı hassasiyeti ortaya koysalar.''
          Türk milletin en zor zamanlarda bile tarih yazdığını ve olmaz denileni 
  başardığını bildiren Kamalak, ''Bu ülkeyi canları pahasına bizlere emanet eden 
  tüm şehitleri bir kez daha rahmet ve şükranla anıyorum. Onların Milli Mücadele'de 
  ortaya koydukları azim ve cesaret her zaman yolumuzu aydınlatmaya devam edecek, 
  yeniden büyük Türkiye'yi kurma konusundaki kararlılığımızın en büyük gücü 
  olacaktır'' ifadesini kullandı.
 AA","siyaset"
"36.txt","Başbakan'dan Kızılay Haftası mesajı
Başbakan Recep Tayyip Erdoğan, Türk Kızılayı'nın dil, din, ırk ayrımı gözetmeksizin imdada koşarak düşkünlerin ve muhtaçların yaralarına merhem olduğunu belirtti.
 Başbakanlık Basın Merkezi'nden yapılan açıklamaya göre, Başbakan Erdoğan 
  Kızılay haftası nedeniyle mesaj yayımladı.
          ''Vakıf medeniyetimizin, şefkat ve merhamet duygularımızın tezahürü olan 
  Kızılay, aziz milletimizin yüz akı kuruluşlardan biri olarak, insani yardım 
  faaliyetlerini başarıyla sürdürmektedir'' ifadelerini kullanan Erdoğan, mesajında 
  şunları kaydetti:
          ''Dünyanın neresinde ve hangi milletten olursa olsun, dil, din, ırk 
  ayrımı gözetmeksizin bütün mazlumların ve mağdurların imdadına koşan Türk 
  Kızılayı, acizlerin, düşkünlerin ve muhtaçların yaralarına merhem olmaktadır.
          Kızılay, komşumuz Suriye'de yaşanan drama da seyirci kalmamakta, baskı ve 
  zulümden kaçarak ülkemize sığınan Suriyeli kardeşlerimize kucak açmakta, insani 
  yardımlar sunmaktadır.
          Faaliyet alanının genişliğiyle dikkati çeken Kızılay, ihtiyaç sahiplerine 
  yardımları organize ve ivedi bir şekilde ulaştırabilmesi sayesinde, diğer yardım 
  kuruluşları arasında ve uluslararası toplum nezdinde, ayrıcalıklı ve saygın bir 
  konum kazanmayı başarmış durumdadır.
          Bugüne kadar gerçekleştirdiği bütün faaliyetlerde Türkiye'nin gücünü ve 
  yardımseverliğini başarıyla gösteren Kızılay, inanıyorum ki bundan sonra da 
  ülkemizi en iyi şekilde temsil etmeye ve dünya barışına katkı sağlamaya devam 
  edecektir.
          Bu düşüncelerle Kızılay Haftasını kutluyor, insanlığa hizmet etmeyi 
  kendilerine şiar edinen Kızılay gönüllülerini ve bütün vatandaşlarımızı sevgiyle 
  selamlıyorum.''
 AA","siyaset"
